# Filename: /home/SILVER/c44774a/da_unified_rules_engine/un_re/resources/cfg_techdebt_exclusions.lst
#
# This table lists object names that are excluded from being managed as
# Techdebt.   This table is needed because Techdebt is being declared on
# deployments to avoid having to resolve large or important problems.
# 
# When the Rules Engine has a finding to report, the TechDebt ruleset indicator
# would ordinarily change the severity from an Error or Warning to a Notice.
# 
# But, if the object name matches one of the exclusions listed below, then
# it will be excluded from being managed as TechDebt.
# 
# Items in this list are stored in the global variable TECHDEBT_EXCLUSIONS
#
# object_nm                                    | activation_yyyymmdd_dt    
# -------------------------------------------- | --------------------------
FIRM_CLIENT_ACCT_NM                            | 20220131                  
FIRM_CLIENT_ACCT_NUM                           | 20220131                  
FIRM_CONSMR_SEG_CD                             | 20220131                  
LVL_1                                          | 20220131                  
LVL_1_NM                                       | 20220131                  
LVL_2                                          | 20220131                  
LVL_2_NM                                       | 20220131                  
LVL_3                                          | 20220131                  
LVL_3_NM                                       | 20220131                  
MHSA_LVL                                       | 20220131                  
PHRM_CLM_KEY                                   | 20220131                  
RCD_SEQ_NUM                                    | 20220131                  
REFRL_DETRMTN_STAT_CD                          | 20220131                  
RPT_CLASS_CD                                   | 20220131                  
RPT_LVL                                        | 20220131                  
ACCT_SUBTY                                     | 20220207                  
ADMSN_COMPLTN_FCTR_PERCTG                      | 20220207                  
ADMS_SECTION                                   | 20220207                  
AI_LVL                                         | 20220207                  
AI_PPPM                                        | 20220207                  
AI_TOT_PAID                                    | 20220207                  
ALGNMT_MTHD_CD                                 | 20220207                  
ALGN_LVL                                       | 20220207                  
ALGN_MMOS                                      | 20220207                  
ALIGNMENT_CD                                   | 20220207                  
ATTEST_LVL                                     | 20220207                  
AVG_MTH_FCLTY_ADMSN                            | 20220207                  
BED_DAY_COMPLTN_FCTR_PERCTG                    | 20220207                  
BEHVRAL_MMOS_12MTH                             | 20220207                  
CHNL_CD                                        | 20220207                  
CLR_STS                                        | 20220207                  
COMP_AI_COST_PER_SCAN                          | 20220207                  
COMP_AI_PER_1000                               | 20220207                  
COMP_AI_PER_1000_RTO                           | 20220207                  
COMP_AI_PPPM                                   | 20220207                  
COMP_AI_TOT_PAID                               | 20220207                  
COMP_ALGN_MMOS                                 | 20220207                  
COMP_CLM_PPPM                                  | 20220207                  
COMP_COST_PER_SVC                              | 20220207                  
COMP_COST_PER_SVC_PI                           | 20220207                  
COMP_DIFF_PPPM                                 | 20220207                  
COMP_DIFF_VISIT_PER_1000                       | 20220207                  
COMP_ED_COST_PER_VISIT                         | 20220207                  
COMP_ED_PPPM                                   | 20220207                  
COMP_ED_TOT_PAID                               | 20220207                  
COMP_ED_VISIT_PER_1000                         | 20220207                  
COMP_ED_VISIT_PER_1000_RTO                     | 20220207                  
COMP_ERG_RATIO                                 | 20220207                  
COMP_IP_ALOS                                   | 20220207                  
COMP_IP_COST_PER_ADMIT                         | 20220207                  
COMP_IP_DAYS_PER_1000                          | 20220207                  
COMP_IP_PER_1000                               | 20220207                  
COMP_IP_PPPM                                   | 20220207                  
COMP_IP_TOT_PAID                               | 20220207                  
COMP_METRIC                                    | 20220207                  
COMP_METRIC_PI                                 | 20220207                  
COMP_OON_PPPM                                  | 20220207                  
COMP_OON_TOT_PAID                              | 20220207                  
COMP_PI_C_SCTN                                 | 20220207                  
COMP_PI_IP_ALOS                                | 20220207                  
COMP_PI_IP_COST_PER_ADMIT                      | 20220207                  
COMP_PI_IP_DAYS_PER_1000                       | 20220207                  
COMP_PI_IP_PER_1000                            | 20220207                  
COMP_PI_IP_PPPM                                | 20220207                  
COMP_PPPM                                      | 20220207                  
COMP_PPPM_PI                                   | 20220207                  
COMP_SVCS_PER_1000                             | 20220207                  
COMP_SVCS_PER_1000_PI                          | 20220207                  
COMP_TOT_PAID                                  | 20220207                  
COMP_TOT_UNWNSR_PAID                           | 20220207                  
COMP_VISIT_PER_1000                            | 20220207                  
CURR_AI_COST_PER_SCAN                          | 20220207                  
CURR_AI_PER_1000                               | 20220207                  
CURR_AI_PER_1000_RTO                           | 20220207                  
CURR_AI_PPPM                                   | 20220207                  
CURR_AI_TOT_PAID                               | 20220207                  
CURR_ALGN_MMOS                                 | 20220207                  
CURR_AVG_CCD_COST_PER_EPSD                     | 20220207                  
CURR_CLM_PPPM                                  | 20220207                  
CURR_COST_PER_SVC                              | 20220207                  
CURR_COST_PER_SVC_PI                           | 20220207                  
CURR_DAYS                                      | 20220207                  
CURR_DIFF_PPPM                                 | 20220207                  
CURR_DIFF_VISIT_PER_1000                       | 20220207                  
CURR_ED_COST_PER_VISIT                         | 20220207                  
CURR_ED_PPPM                                   | 20220207                  
CURR_ED_TOT_PAID                               | 20220207                  
CURR_ED_VISIT_PER_1000                         | 20220207                  
CURR_ED_VISIT_PER_1000_RTO                     | 20220207                  
CURR_ERG_RATIO                                 | 20220207                  
CURR_IP_ALOS                                   | 20220207                  
CURR_IP_COST_PER_ADMIT                         | 20220207                  
CURR_IP_DAYS_PER_1000                          | 20220207                  
CURR_IP_PER_1000                               | 20220207                  
CURR_IP_PPPM                                   | 20220207                  
CURR_IP_TOT_PAID                               | 20220207                  
CURR_METRIC                                    | 20220207                  
CURR_METRIC_PI                                 | 20220207                  
CURR_NONCCD_VOL                                | 20220207                  
CURR_OON_PPPM                                  | 20220207                  
CURR_OON_TOT_PAID                              | 20220207                  
CURR_PI_C_SCTN                                 | 20220207                  
CURR_PI_IP_ALOS                                | 20220207                  
CURR_PI_IP_COST_PER_ADMIT                      | 20220207                  
CURR_PI_IP_DAYS_PER_1000                       | 20220207                  
CURR_PI_IP_PER_1000                            | 20220207                  
CURR_PI_IP_PPPM                                | 20220207                  
CURR_PPPM                                      | 20220207                  
CURR_PPPM_PI                                   | 20220207                  
CURR_PRAC_NONCCD_COST_PER_EPSD                 | 20220207                  
CURR_SAVE_PER_EPSD                             | 20220207                  
CURR_SVCS_PER_1000                             | 20220207                  
CURR_SVCS_PER_1000_PI                          | 20220207                  
CURR_TOT_PAID                                  | 20220207                  
CURR_TOT_UNWNSR_PAID                           | 20220207                  
CURR_VISIT_PER_1000                            | 20220207                  
DATE_STAMP                                     | 20220207                  
DAW                                            | 20220207                  
DERV_PRODT_NM                                  | 20220207                  
DIFF_EBM_MRKT_SUCESS                           | 20220207                  
DIFF_EBM_NTNL_SUCESS                           | 20220207                  
DRG_FCLTY_FLAG                                 | 20220207                  
DRG_LVL                                        | 20220207                  
EBM_EARNED_SCORE                               | 20220207                  
EBM_MAX_SCORE                                  | 20220207                  
EBM_SUCESS_GAP                                 | 20220207                  
ED_LVL                                         | 20220207                  
ED_PPPM                                        | 20220207                  
ED_TOT_PAID                                    | 20220207                  
ERG_RATIO                                      | 20220207                  
ETG_LVL                                        | 20220207                  
FLDR_PATH                                      | 20220207                  
FUND_ARNGMT_TY_DESC                            | 20220207                  
GRP_ALIGNMENT_MET_VALUE                        | 20220207                  
IP_ALOS                                        | 20220207                  
IP_LVL                                         | 20220207                  
IP_PPPM                                        | 20220207                  
IP_TOT_PAID                                    | 20220207                  
IS_MID_SIZE                                    | 20220207                  
LAST_MEMBR_MTH                                 | 20220207                  
MED_MGMNT_PLAN_DESC                            | 20220207                  
MED_MMOS_12MTH                                 | 20220207                  
MEMBR_AGE                                      | 20220207                  
MEMBR_GENDER                                   | 20220207                  
MEMBR_HOME_ADDR_STE_CD                         | 20220207                  
MPD_EXCEPTION                                  | 20220207                  
MRKT_ALIGNMENT_MET_VALUE                       | 20220207                  
NO_LONGER_ACTIVE                               | 20220207                  
OON_PPPM                                       | 20220207                  
OUTLIER_FLAG                                   | 20220207                  
PERF_INDX                                      | 20220207                  
PERF_INDX_MAX                                  | 20220207                  
PERF_INDX_MIN                                  | 20220207                  
PHARM_MMOS_12MTH                               | 20220207                  
PREV_WEEK_GENRC_RATIO1                         | 20220207                  
PRI_CURR_DAYS                                  | 20220207                  
PRI_ROLL12_DAYS                                | 20220207                  
PRI_ROLL3_DAYS                                 | 20220207                  
PRI_YTD_DAYS                                   | 20220207                  
PRODT_FLAG                                     | 20220207                  
PRODUCT                                        | 20220207                  
PROV_GRP_ID                                    | 20220207                  
PROV_IND                                       | 20220207                  
PROV_STE_CD                                    | 20220207                  
PROV_ZIP_CD                                    | 20220207                  
QUAL_PROG_MTHD                                 | 20220207                  
RETRSP_RISK                                    | 20220207                  
RISK_SCORE                                     | 20220207                  
ROLL12_DAYS                                    | 20220207                  
ROLL12_FLAG                                    | 20220207                  
ROLL13_FLAG                                    | 20220207                  
ROLL3_DAYS                                     | 20220207                  
ROW_NUMBR                                      | 20220207                  
RPT_MTH                                        | 20220207                  
RPT_PERIOD                                     | 20220207                  
RPT_YRMTH                                      | 20220207                  
SCAN_SECTION                                   | 20220207                  
SC_LVL                                         | 20220207                  
SPECLTY_PROV_GRP                               | 20220207                  
SPEC_CD                                        | 20220207                  
SVCNG_SPECLTY_CPF_CD                           | 20220207                  
SVC_MAJ_DESC                                   | 20220207                  
TMC_PPPM                                       | 20220207                  
TMC_UNWNSR_PPPM                                | 20220207                  
TREND_AI_COST_PER_SCAN                         | 20220207                  
TREND_AI_DOM                                   | 20220207                  
TREND_AI_PER_1000                              | 20220207                  
TREND_AI_PPPM                                  | 20220207                  
TREND_AI_PREF                                  | 20220207                  
TREND_AI_TOT_PAID                              | 20220207                  
TREND_COST_PER_SVC                             | 20220207                  
TREND_DIFF_AI_COST_PER_SCAN                    | 20220207                  
TREND_DIFF_AI_DOM                              | 20220207                  
TREND_DIFF_AI_PER_1000                         | 20220207                  
TREND_DIFF_AI_PPPM                             | 20220207                  
TREND_DIFF_AI_PREF                             | 20220207                  
TREND_DIFF_AI_TOT_PAID                         | 20220207                  
TREND_DIFF_COST_PER_SVC                        | 20220207                  
TREND_DIFF_ED_COST_PER_VISIT                   | 20220207                  
TREND_DIFF_ED_PPPM                             | 20220207                  
TREND_DIFF_ED_VISIT_PER_1000                   | 20220207                  
TREND_DIFF_IP_ALOS                             | 20220207                  
TREND_DIFF_IP_COST_PER_ADMIT                   | 20220207                  
TREND_DIFF_IP_C_SCTN                           | 20220207                  
TREND_DIFF_IP_DAYS_PER_1000                    | 20220207                  
TREND_DIFF_IP_PER_1000                         | 20220207                  
TREND_DIFF_IP_PPPM                             | 20220207                  
TREND_DIFF_METRIC                              | 20220207                  
TREND_DIFF_PPPM                                | 20220207                  
TREND_DIFF_SVCS_PER_1000                       | 20220207                  
TREND_EBM_SUCESS                               | 20220207                  
TREND_ED_COST_PER_VISIT                        | 20220207                  
TREND_ED_PPPM                                  | 20220207                  
TREND_ED_VISIT_PER_1000                        | 20220207                  
TREND_IP_ALOS                                  | 20220207                  
TREND_IP_COST_PER_ADMIT                        | 20220207                  
TREND_IP_C_SCTN                                | 20220207                  
TREND_IP_DAYS_PER_1000                         | 20220207                  
TREND_IP_PER_1000                              | 20220207                  
TREND_IP_PPPM                                  | 20220207                  
TREND_LVL                                      | 20220207                  
TREND_LVL_ORDR                                 | 20220207                  
TREND_METRIC                                   | 20220207                  
TREND_METRIC_CD                                | 20220207                  
TREND_PPPM                                     | 20220207                  
TREND_SVCS_PER_1000                            | 20220207                  
WT_EARNED_SCORE                                | 20220207                  
WT_MAX_SCORE                                   | 20220207                  
YTD_DAYS                                       | 20220207                  
YTD_FLAG                                       | 20220207                  
YTD_MTHS                                       | 20220207                  
NATL_FCTR                                      | 20220220                  
AMI                                            | 20220225                  
ASSMT_CTGRY_CD                                 | 20220225                  
ASSMT_TY_CD                                    | 20220225                  
CUST_ELG_FLAG                                  | 20220225                  
EAP_REFERRAL                                   | 20220225                  
QUAL_PAYMT_AMT                                 | 20220225                  
SBMTBILL_PROV_HASH_KEY                         | 20220225                  
SBMTBILL_PROV_ID_HASH_KEY                      | 20220225                  
SBMTBILL_PROV_SPECLTY_HASH_KEY                 | 20220225                  
SBMT_BILL_PROV_ST_CD                           | 20220225                  
CURR_SNPSHT_RSLT                               | 20220308                  
PER_FLG                                        | 20220308                  
SBMT_BILL_PROV_NM                              | 20220308                  
ACCURACY_PCT                                   | 20220310                  
ADDR_CITY_NM                                   | 20220310                  
ADDR_LN_1                                      | 20220310                  
ADDR_STE_NM                                    | 20220310                  
BEN_PLAN_NM                                    | 20220310                  
CLIENT_ACCT_NM                                 | 20220310                  
CUST_ENTR_SCORE_DESC                           | 20220310                  
FRST_NM                                        | 20220310                  
INDIV_ENTERPRISE_ID                            | 20220310                  
LAST_NM                                        | 20220310                  
PRI_SNPSHT_RSLT                                | 20220310                  
RPT_YR_MTH                                     | 20220310                  
EMAIL_ADDR_TXT                                 | 20220425                  
TEL_EXT_NUM                                    | 20220426                  
CLAIM_RECORD_SEQUENCE_NUMBER                   | 20220506                  
CPT_MODIFIER_CODE                              | 20220506                  
CPT_MODIFIER_CODE2                             | 20220506                  
CPT_MODIFIER_CODE3                             | 20220506                  
CPT_MODIFIER_CODE4                             | 20220506                  
FIRST_SERVICED_DATE                            | 20220506                  
HEALTH_INSURANCE_IDENTIFER                     | 20220506                  
LAST_SERVICED_DATE                             | 20220506                  
MEDICAL_CODE                                   | 20220506                  
MEDICAL_QUALIFIER_CODE                         | 20220506                  
NUMRESULTROWS                                  | 20220506                  
PATIENT_STATUS_CODE                            | 20220506                  
PERSON_NUMBER                                  | 20220506                  
PLACE_OF_SERVICE                               | 20220506                  
PROVIDER_ADDRESS_LINE1                         | 20220506                  
PROVIDER_CITY                                  | 20220506                  
PROVIDER_FAX                                   | 20220506                  
PROVIDER_FIRST_NAME                            | 20220506                  
PROVIDER_LAST_NAME                             | 20220506                  
PROVIDER_MIDDLE_NAME                           | 20220506                  
PROVIDER_POSTAL_CODE                           | 20220506                  
PROVIDER_STATE                                 | 20220506                  
PROVIDER_SUFFIX                                | 20220506                  
PROVIDER_TELEPHONE                             | 20220506                  
PROVIDER_TITLE                                 | 20220506                  
RECORD_TYPE                                    | 20220506                  
TRANSACTION_CODE                               | 20220506                  
LOGONSOURCE                                    | 20220509                  
MAXAMPIO                                       | 20220509                  
SPOOLUSAGE                                     | 20220509                  
AFFINIUM_PROGRAM_NME                           | 20220512                  
AFFINIUM_PROJECT_NME                           | 20220512                  
ATTEMPTS                                       | 20220512                  
CALL_DTE                                       | 20220512                  
CALL_OUTCOME                                   | 20220512                  
CALL_OUTCOME_CDE                               | 20220512                  
CALL_RESULT                                    | 20220512                  
CARRIER_NAME                                   | 20220512                  
CLM_SVC_BEG_DT                                 | 20220512                  
CMPGN_CTL_DT                                   | 20220512                  
CREATE_TME                                     | 20220512                  
CUSTOMER_GROUP                                 | 20220512                  
DISPOSITION_CDE                                | 20220512                  
EM_CHNL                                        | 20220512                  
EM_COMM_DTE                                    | 20220512                  
EM_VER                                         | 20220512                  
ML_CHNL                                        | 20220512                  
ML_COMM_DTE                                    | 20220512                  
ML_VER                                         | 20220512                  
MPO_SEGMENT                                    | 20220512                  
PATIENT_PS_GRP                                 | 20220512                  
PERSON_NBR                                     | 20220512                  
PH_CHNL                                        | 20220512                  
PH_COMM_DTE                                    | 20220512                  
PH_VER                                         | 20220512                  
POST_BRAND_GENERIC_CDE                         | 20220512                  
POST_BRAND_NME                                 | 20220512                  
POST_CLAIM_DTE                                 | 20220512                  
POST_GENERIC_DRUG_NME                          | 20220512                  
POST_MAIL_RETAIL_CDE                           | 20220512                  
POST_MCI_DSC                                   | 20220512                  
POST_SK_HICL_CDE                               | 20220512                  
PRE_BRAND_GENERIC_CDE                          | 20220512                  
PRE_BRAND_NME                                  | 20220512                  
PRE_CLAIM_DTE                                  | 20220512                  
PRE_GENERIC_DRUG_NME                           | 20220512                  
PRE_MAIL_RETAIL_CDE                            | 20220512                  
PRE_MCI_DSC                                    | 20220512                  
PRE_SK_HICL_CDE                                | 20220512                  
RX_COMM_TYPE_CDE                               | 20220512                  
RX_COMM_TYPE_DSC                               | 20220512                  
TARGET_START_DTE                               | 20220512                  
TOT_GROSS_SAV                                  | 20220512                  
TRACKING_COMPLETE                              | 20220512                  
CMPGN_CTL_CHNL_IND                             | 20220518                  
CREATE_TMS                                     | 20220518                  
UPDATE_TMS                                     | 20220518                  
AMPCPUTIME                                     | 20220524                  
APPID                                          | 20220524                  
BEH_MONTHS                                     | 20220524                  
BHVRL_PRODT_FFSH_MMNTHS                        | 20220524                  
BHVRL_PRODT_FFSL_MONTHS                        | 20220524                  
BHVRL_PRODT_TBH_MONTHS                         | 20220524                  
BSCL_MONTHS                                    | 20220524                  
BSC_MONTHS                                     | 20220524                  
CC_REGION                                      | 20220524                  
CPLT_MONTHS                                    | 20220524                  
DATA_SRC_SERVER                                | 20220524                  
DENT_MONTHS                                    | 20220524                  
ERRORCODE                                      | 20220524                  
FFSH_MONTHS                                    | 20220524                  
FFSL_MONTHS                                    | 20220524                  
FIRST_CVD_DATE                                 | 20220524                  
FSA_MONTHS                                     | 20220524                  
HRA_MONTHS                                     | 20220524                  
HSA_MONTHS                                     | 20220524                  
LOGDATE                                        | 20220524                  
MAXAMPCPUTIME                                  | 20220524                  
MED_CS                                         | 20220524                  
MED_MONTHS                                     | 20220524                  
MSA                                            | 20220524                  
MSA_NAME                                       | 20220524                  
OBJECTDATABASENAME                             | 20220524                  
OBJECTTABLENAME                                | 20220524                  
OG_MONTHS                                      | 20220524                  
ONEGUIDE_MONTHS                                | 20220524                  
PHRM_MONTHS                                    | 20220524                  
PHSPLUS_MONTHS                                 | 20220524                  
PHS_MONTHS                                     | 20220524                  
PREF_MONTHS                                    | 20220524                  
PROCID                                         | 20220524                  
PROJECTED_COSTSHARE                            | 20220524                  
PROSPTV_ERG                                    | 20220524                  
QUERYID                                        | 20220524                  
REGION                                         | 20220524                  
RENEWAL_MONTH                                  | 20220524                  
RESPONSE_TIME_SECONDS                          | 20220524                  
STARTTIME                                      | 20220524                  
TBH_MONTHS                                     | 20220524                  
TOTALIOCOUNT                                   | 20220524                  
TOTAL_MONTHS                                   | 20220524                  
UMCH_PRDT_CPLT_MONTHS                          | 20220524                  
UMCM_PRODT_BSCL_MONTHS                         | 20220524                  
UMCM_PRODT_BSC_MONTHS                          | 20220524                  
UMCM_PRODT_PHSPLUS_MONTHS                      | 20220524                  
UMCM_PRODT_PHS_MONTHS                          | 20220524                  
UMCM_PRODT_PREF_MONTHS                         | 20220524                  
UNIT_COST_FACTOR_BIN                           | 20220524                  
USERNAME                                       | 20220524                  
VSN_MONTHS                                     | 20220524                  
ACCOUNT_OWNER_SEGMENT__C                       | 20220614                  
ACCOUNT_STATUS__C                              | 20220614                  
ACTIVE__C                                      | 20220614                  
AFFINITY_BUSINESS__C                           | 20220614                  
AGS_NUMBER__C                                  | 20220614                  
AGS_OLD__C                                     | 20220614                  
AGS__C                                         | 20220614                  
ALLEGIANCE_ACCOUNT__C                          | 20220614                  
ANNUALREVENUE                                  | 20220614                  
BILLINGCITY                                    | 20220614                  
BILLINGCOUNTRY                                 | 20220614                  
BILLINGPOSTALCODE                              | 20220614                  
BILLINGSTATE                                   | 20220614                  
BILLINGSTREET                                  | 20220614                  
BP__C                                          | 20220614                  
BUSINESS_ENTITY_TYPE__C                        | 20220614                  
BUSINESS_TYPE__C                               | 20220614                  
CASE_MANAGEMENT_VENDOR__C                      | 20220614                  
CLIENT_ADVISORY_BOARD__C                       | 20220614                  
CREATEDBYID                                    | 20220614                  
CREATEDDATE                                    | 20220614                  
CURRENT_DENTAL_MEMBERSHIP__C                   | 20220614                  
CURRENT_MEDICAL_MEMBERSHIP__C                  | 20220614                  
DEDUCTIBLE_ATTACHMENT_POINT_SP                 | 20220614                  
DERV_FCTR_NUM                                  | 20220614                  
DIVERSITY_INDICATOR__C                         | 20220614                  
DNBI__COMMERCIAL_CREDIT_SCORE_CLASS__C         | 20220614                  
DNBI__COMMERCIAL_CREDIT_SCORE_PERCENTILES__C   | 20220614                  
DNBI__DNB_APPLICATION_CREATED_DATE__C          | 20220614                  
DNBI__DNB_APPLICATION_MODIFIED_DATE__C         | 20220614                  
DNBI__FINANCIAL_STRESS_SCORE_PERCENTILE__C     | 20220614                  
DNBI__PAYDEX__C                                | 20220614                  
DNBI__RATING__C                                | 20220614                  
DNBI__VIABILITY_RATING__C                      | 20220614                  
